Date,Price,Returns,State
1996-10-04,5934.7001953125,0.0002527827094289031,2
1996-10-07,5992.89990234375,0.009758906812360175,0
1996-10-08,5979.39990234375,-0.0022552067592587002,2
1996-10-09,5964.2001953125,-0.002545248520152259,2
1996-10-10,5930.990234375,-0.005583777312410126,2
1996-10-11,5923.5,-0.0012636959031878453,0
1996-10-14,5970.1201171875,0.007839556921336397,2
1996-10-15,6010.39990234375,0.006724238490921883,2
1996-10-16,6004.0,-0.0010653720537194466,2
1996-10-17,6021.2001953125,0.002860693670466612,2
1996-10-18,6059.2001953125,0.006291202957751322,2
1996-10-21,6093.89990234375,0.00571044442100167,2
1996-10-22,6090.10009765625,-0.000623736836948841,2
1996-10-23,6059.89990234375,-0.004971235803741028,2
1996-10-24,6036.10009765625,-0.003935157969590799,2
1996-10-25,5990.2998046875,-0.007616662469272776,2
1996-10-28,6007.0,0.0027839941271425397,2
1996-10-29,5974.2001953125,-0.005475225535406592,2
1996-10-30,6009.2998046875,0.00585800638358153,2
1996-10-31,5992.89990234375,-0.0027328178085135597,2
1996-11-01,6027.10009765625,0.00569056366108885,0
1996-11-04,6023.39990234375,-0.0006141148381876586,2
1996-11-05,6042.7998046875,0.0032155806353220636,2
1996-11-06,6079.7001953125,0.0060879364148927655,2
1996-11-07,6174.39990234375,0.01545631120410121,2
1996-11-08,6206.0,0.005104870041285377,2
1996-11-11,6220.60009765625,0.00234981479399683,2
1996-11-12,6251.5,0.004955054132732212,2
1996-11-13,6262.2998046875,0.0017260636317311933,2
1996-11-14,6272.7998046875,0.0016752962135119676,2
1996-11-15,6312.6201171875,0.006328028087625549,2
1996-11-18,6348.7998046875,0.005714965018888,2
1996-11-19,6347.2998046875,-0.00023629304323854843,2
1996-11-20,6392.39990234375,0.007080274590450959,2
1996-11-21,6430.0,0.005864768797641941,0
1996-11-22,6418.5,-0.0017900927066838931,2
1996-11-25,6471.7998046875,0.008269801208272651,2
1996-11-26,6546.7001953125,0.011506888977557906,2
1996-11-27,6526.60009765625,-0.003074986888379182,2
1996-11-29,6500.5,-0.004007051820209289,2
1996-12-02,6520.60009765625,0.0030873142009285415,2
1996-12-03,6521.0,6.132719005051689e-05,2
1996-12-04,6442.0,-0.0121886875020581,2
1996-12-05,6421.7998046875,-0.003140629086740165,0
1996-12-06,6432.60009765625,0.0016804044673035656,2
1996-12-09,6383.43994140625,-0.007671698466895224,2
1996-12-10,6464.7001953125,0.012649509824314849,2
1996-12-11,6471.7001953125,0.0010822176914483943,2
1996-12-12,6399.10009765625,-0.011281484600499532,2
1996-12-13,6304.5,-0.014893706606794767,2
1996-12-16,6305.2998046875,0.00012685446255456141,2
1996-12-17,6268.0,-0.0059331940999242045,2
1996-12-18,6308.7001953125,0.006472339606086967,2
1996-12-19,6343.7001953125,0.005532561126158676,2
1996-12-20,6479.39990234375,0.021165673186807493,2
1996-12-23,6481.7001953125,0.0003549533566702764,2
1996-12-24,6490.2001953125,0.0013105252061122888,0
1996-12-26,6523.60009765625,0.0051330087947026705,2
1996-12-27,6543.60009765625,0.0030611018914997756,2
1996-12-30,6561.2998046875,0.0027012366253185796,2
1996-12-31,6550.89990234375,-0.0015862944062653625,2
1997-01-02,6447.5,-0.01590997110750284,0
1997-01-03,6443.7001953125,-0.00058951916655949,2
1997-01-06,6546.0,0.015751236472185477,2
1997-01-07,6567.60009765625,0.0032943077461435066,0
1997-01-08,6600.2998046875,0.0049665891282171535,0
1997-01-09,6547.89990234375,-0.007970700313938978,2
1997-01-10,6623.7998046875,0.011524821264534798,0
1997-01-13,6706.10009765625,0.01234838061029729,0
1997-01-14,6709.2001953125,0.0004621734353657695,2
1997-01-15,6760.39990234375,0.007602297506991513,2
1997-01-16,6725.39990234375,-0.005190656704144049,2
1997-01-17,6764.60009765625,0.005811757694535724,2
1997-01-20,6836.2001953125,0.010528903824075581,0
1997-01-21,6843.89990234375,0.001125680044640779,2
1997-01-22,6882.39990234375,0.00560968382002047,2
1997-01-23,6850.7998046875,-0.004602008869096419,2
1997-01-24,6756.5,-0.01386040077062852,2
1997-01-27,6696.5,-0.008920002650963967,2
1997-01-28,6663.39990234375,-0.004955151704008073,2
1997-01-29,6657.22998046875,-0.0009263709555047745,0
1997-01-30,6740.740234375,0.012466266766744213,2
1997-01-31,6824.60009765625,0.01236399965207154,0
1997-02-03,6810.7998046875,-0.002024186716872078,2
1997-02-04,6804.2001953125,-0.0009694616073286993,2
1997-02-05,6833.10009765625,0.0042383675632944725,0
1997-02-06,6743.10009765625,-0.013258690524285351,0
1997-02-07,6775.0,0.00471959244661378,0
1997-02-10,6856.2001953125,0.011914014119810799,2
1997-02-11,6806.60009765625,-0.0072606368371372606,2
1997-02-12,6855.39990234375,0.007143904586494289,2
1997-02-13,6962.0,0.015430140754314831,2
1997-02-14,7024.0,0.008866066943568469,0
1997-02-18,6994.0,-0.004280217691631446,2
1997-02-19,7062.7998046875,0.009788907151629032,2
1997-02-20,7015.10009765625,-0.006776563251631058,2
1997-02-21,6927.7998046875,-0.012522708250596589,0
1997-02-24,6931.60009765625,0.0005484065819260451,0
1997-02-25,7009.0,0.011104356645676402,2
1997-02-26,7037.10009765625,0.004001129843705731,2
1997-02-27,6982.39990234375,-0.007803484131391483,0
