State,Initial_Prob,Mean,Std_Dev
0,9.999999999168592e-11,-0.08435941520159808,1.3917856397900434
1,0.9999999988066968,0.02084242656962062,0.2233842263309283
2,1.0933031709022663e-09,0.07446628330150785,0.502748502876069
